Master ,DIS_Atlas,DIS_Atlas2,Mouse_MTAB6081,Rat_MTAB6081,Ratlas,Minipig_Atlas,HPA,GTEx Megumi,GTEx Carlos,BarkBase,NHPRTR,BioGPS_Mouse,BioGPS_Mouse2,BioGPS_Human,Tissue_type,DISPLAY_LEVEL,DISPLAY_ORDER,original order,level1
brain marginal zone,brain marginal zone,,,,,,,,,,,,,,nervous system,1,0,1757,brain marginal zone
brain meninges,brain meninges,,,,,,,,,,,,,,nervous system,1,0,1758,brain meninges
brain nucleus,brain nucleus,,,,,,,,,,,,,,nervous system,1,0,1759,brain nucleus
brain pia mater,brain pia mater,,,,,,,,,,,,,,nervous system,1,0,1760,brain pia mater
arm muscle,arm muscle,Muscle.biceps,,,,,,,,,,,,,musculoskeletal system,1,0,1207,arm muscle
biceps femoris,biceps femoris,Muscle.biceps.femoris,,,,,,,,,,,,,musculoskeletal system,2,51,1218,skeletal muscle
brainstem nucleus,brainstem nucleus,,,,,,,,,,,,,,nervous system,1,0,1766,brainstem nucleus
brainstem periaqueductal grey,brainstem periaqueductal grey,,,,,,,,,,,,,,nervous system,1,0,1767,brainstem periaqueductal grey
brainstem white matter,brainstem white matter,,,,,,,,,,,,,,nervous system,1,0,1768,brainstem white matter
brain subventricular zone,brain subventricular zone,,,,,,,,,,,,,,nervous system,1,0,1761,brain subventricular zone
brain ventricle,brain ventricle,,,,,,,,,,,,,,nervous system,1,0,1762,brain ventricle
brain ventricular zone,brain ventricular zone,,,,,,,,,,,,,,nervous system,1,0,1763,brain ventricular zone
brain white matter,brain white matter,,,,,,,,,,,,,,nervous system,1,0,1764,brain white matter
bronchiole,bronchiole,,,,,,,,,,,,,,respiratory system,1,0,2517,bronchiole
bronchiole epithelium,bronchiole epithelium,,,,,,,,,,,,,,respiratory system,1,0,2518,bronchiole epithelium
extensor digitorum lateralis,extensor digitorum lateralis,Muscle.extensor.digitorum.lateralis,,,,,,,,,,,,,musculoskeletal system,2,52,1299,skeletal muscle
bronchus basal lamina,bronchus basal lamina,,,,,,,,,,,,,,respiratory system,1,0,2520,bronchus basal lamina
bronchus basement membrane,bronchus basement membrane,,,,,,,,,,,,,,respiratory system,1,0,2521,bronchus basement membrane
bronchus cartilage,bronchus cartilage,,,,,,,,,,,,,,respiratory system,1,0,2522,bronchus cartilage
bronchus connective tissue,bronchus connective tissue,,,,,,,,,,,,,,respiratory system,1,0,2523,bronchus connective tissue
bronchus elastic framework,bronchus elastic framework,,,,,,,,,,,,,,respiratory system,1,0,2524,bronchus elastic framework
bronchus epithelium,bronchus epithelium,,,,,,,,,,,,,,respiratory system,2,144,2525,bronchus
bronchus lamina propria,bronchus lamina propria,,,,,,,,,,,,,,respiratory system,1,0,2526,bronchus lamina propria
bronchus reticular lamina,bronchus reticular lamina,,,,,,,,,,,,,,respiratory system,1,0,2527,bronchus reticular lamina
bronchus smooth muscle,bronchus smooth muscle,,,,,,,,,,,,,,respiratory system,1,0,2528,bronchus smooth muscle
bronchus submucosa,bronchus submucosa,,,,,,,,,,,,,,respiratory system,1,0,2529,bronchus submucosa
bulbourethral gland,bulbourethral gland,,,,,,,,,,,,,,renal/urinary system,1,0,2231,bulbourethral gland
bulbourethral gland,bulbourethral gland,,,,,,,,,,,,,,reproductive system,1,0,2392,bulbourethral gland
caput epididymis,caput epididymis,,,,,,,,,,,,,,reproductive system,1,0,2393,caput epididymis
cardiac nerve plexus,cardiac nerve plexus,,,,,,,,,,,,,,nervous system,1,0,1769,cardiac nerve plexus
cauda epididymis,cauda epididymis,,,,,,,,,,,,,,reproductive system,1,0,2394,cauda epididymis
cauda equina,cauda equina,,,,,,,,,,,,,,nervous system,1,0,1770,cauda equina
extensor digitorum longus,extensor digitorum longus,Muscle.extensor.digitorum.longus,,,EDL,"Muscle,_extensor_digitorum_longus",,,,,,,,,musculoskeletal system,2,53,1300,skeletal muscle
extensor digitorum longus,extensor digitorum longus,Muscle.foot.flexor.digitorum,,,,,,,,,,,,,musculoskeletal system,2,53,1300,skeletal muscle
celiac ganglion,celiac ganglion,,,,,,,,,,,,,,nervous system,1,0,1773,celiac ganglion
celiac nerve plexus,celiac nerve plexus,,,,,,,,,,,,,,nervous system,1,0,1774,celiac nerve plexus
cementum,cementum,,,,,,,,,,,,,,respiratory system,1,0,2530,cementum
central medial nucleus,central medial nucleus,,,,,,,,,,,,,,nervous system,1,0,1775,central medial nucleus
central nervous system,central nervous system,,,,,,,,,,,,,,nervous system,1,0,1776,central nervous system
cerebellar cortex,cerebellar cortex,,,,,,,,,,,,,,nervous system,1,0,1777,cerebellar cortex
gastrocnemius,gastrocnemius,Muscle.gastrocnemius,,,Gastrocnemius,,,,,,,,,,musculoskeletal system,2,56,1340,skeletal muscle
cerebellar layer,cerebellar layer,,,,,,,,,,,,,,nervous system,1,0,1779,cerebellar layer
cerebellar peduncle,cerebellar peduncle,,,,,,,,,,,,,,nervous system,1,0,1780,cerebellar peduncle
gastrocnemius,gastrocnemius,Muscle.gastrocnemius.middle,,,,,,,,,,,,,musculoskeletal system,2,56,1340,skeletal muscle
cerebellum anterior lobe,cerebellum anterior lobe,,,,,,,,,,,,,,nervous system,1,0,1783,cerebellum anterior lobe
cerebellum external granule cell layer,cerebellum external granule cell layer,,,,,,,,,,,,,,nervous system,1,0,1784,cerebellum external granule cell layer
cerebellum granule cell layer,cerebellum granule cell layer,,,,,,,,,,,,,,nervous system,1,0,1785,cerebellum granule cell layer
cerebellum internal granule cell layer,cerebellum internal granule cell layer,,,,,,,,,,,,,,nervous system,1,0,1786,cerebellum internal granule cell layer
cerebellum lobule I,cerebellum lobule I,,,,,,,,,,,,,,nervous system,1,0,1787,cerebellum lobule I
cerebellum lobule II,cerebellum lobule II,,,,,,,,,,,,,,nervous system,1,0,1788,cerebellum lobule II
cerebellum lobule III,cerebellum lobule III,,,,,,,,,,,,,,nervous system,1,0,1789,cerebellum lobule III
cerebellum lobule IV,cerebellum lobule IV,,,,,,,,,,,,,,nervous system,1,0,1790,cerebellum lobule IV
cerebellum lobule IX,cerebellum lobule IX,,,,,,,,,,,,,,nervous system,1,0,1791,cerebellum lobule IX
cerebellum lobule V,cerebellum lobule V,,,,,,,,,,,,,,nervous system,1,0,1792,cerebellum lobule V
cerebellum lobule VI,cerebellum lobule VI,,,,,,,,,,,,,,nervous system,1,0,1793,cerebellum lobule VI
cerebellum lobule VII,cerebellum lobule VII,,,,,,,,,,,,,,nervous system,1,0,1794,cerebellum lobule VII
cerebellum lobule VIII,cerebellum lobule VIII,,,,,,,,,,,,,,nervous system,1,0,1795,cerebellum lobule VIII
cerebellum lobule X,cerebellum lobule X,,,,,,,,,,,,,,nervous system,1,0,1796,cerebellum lobule X
cerebellum molecular cell layer,cerebellum molecular cell layer,,,,,,,,,,,,,,nervous system,1,0,1797,cerebellum molecular cell layer
cerebellum purkinje cell layer,cerebellum purkinje cell layer,,,,,,,,,,,,,,nervous system,1,0,1798,cerebellum purkinje cell layer
cerebellum white matter,cerebellum white matter,,,,,,,,,,,,,,nervous system,1,0,1799,cerebellum white matter
flexor digitorum profundus,flexor digitorum profundus,Muscle.hand.flexor.digitorum,,,,,,,,,,,,,musculoskeletal system,2,55,1319,skeletal muscle
cerebral aqueduct,cerebral aqueduct,,,,,,,,,,,,,,nervous system,1,0,1800,cerebral aqueduct
quadriceps,quadriceps,Muscle.quadriceps,Quadriceps,Quadriceps,,,,,,,,,,,musculoskeletal system,2,57,1547,skeletal muscle
cerebral grey matter,cerebral grey matter,,,,,,,,,,,,,,nervous system,1,0,1802,cerebral grey matter
cerebral hemisphere,cerebral hemisphere,,,,,,,,,,,,,,nervous system,1,0,1803,cerebral hemisphere
cerebral white matter,cerebral white matter,,,,,,,,,,,,,,nervous system,1,0,1804,cerebral white matter
cerebrospinal fluid,cerebrospinal fluid,,,,,,,,,,,,,,nervous system,1,122,1805,cerebrospinal fluid
cervical ganglion,cervical ganglion,,,,,,,,,,,,,,nervous system,1,0,1806,cervical ganglion
cervicothoracic ganglion,cervicothoracic ganglion,,,,,,,,,,,,,,nervous system,1,0,1807,cervicothoracic ganglion
cervix epithelium,cervix epithelium,,,,,,,,,,,,,,reproductive system,1,0,2395,cervix epithelium
cervix squamous epithelium,cervix squamous epithelium,,,,,,,,,,,,,,reproductive system,1,0,2396,cervix squamous epithelium
chest nerve,chest nerve,,,,,,,,,,,,,,nervous system,1,0,1808,chest nerve
cholinergic enteric nerve,cholinergic enteric nerve,,,,,,,,,,,,,,nervous system,1,0,1809,cholinergic enteric nerve
choroid,choroid,,,,,,,,,,,,,,sensory organ system,1,0,2766,choroid
choroidal blood vessel,choroidal blood vessel,,,,,,,,,,,,,,sensory organ system,1,0,2768,choroidal blood vessel
choroid fissure,choroid fissure,,,,,,,,,,,,,,sensory organ system,1,0,2767,choroid fissure
sartorius,sartorius,Muscle.sartorius,,,,,,,,,,,,,musculoskeletal system,2,58,1580,skeletal muscle
choroid plexus epithelium,choroid plexus epithelium,,,,,,,,,,,,,,nervous system,1,0,1811,choroid plexus epithelium
choroid plexus stroma,choroid plexus stroma,,,,,,,,,,,,,,nervous system,1,0,1812,choroid plexus stroma
ciliary body,ciliary body,,,,,,,,,,,,,,sensory organ system,1,0,2769,ciliary body
ciliary epithelium,ciliary epithelium,,,,,,,,,,,,,,sensory organ system,1,0,2770,ciliary epithelium
putamen,putamen,,,,,,,Brain_Putamen_basal_ganglia,Brain - Putamen (basal ganglia),,,,,,nervous system,1,0,2081,brain
ciliary muscle,ciliary muscle,,,,,,,,,,,,,,sensory organ system,1,0,2771,ciliary muscle
ciliary stroma,ciliary stroma,,,,,,,,,,,,,,sensory organ system,1,0,2772,ciliary stroma
ciliated columnar oviduct epithelium,ciliated columnar oviduct epithelium,,,,,,,,,,,,,,reproductive system,1,0,2397,ciliated columnar oviduct epithelium
semitendinosus,semitendinosus,Muscle.semitendinosus,,,,,,,,,,,,,musculoskeletal system,2,49,1590,skeletal muscle
circumvallate papilla,circumvallate papilla,,,,,,,,,,,,,,respiratory system,1,0,2531,circumvallate papilla
circumvallate papilla,circumvallate papilla,,,,,,,,,,,,,,sensory organ system,1,0,2773,circumvallate papilla
claustrum,claustrum,,,,,,,,,,,,,,nervous system,1,0,1815,claustrum
clitoral gland,clitoral gland,,,,,,,,,,,,,,reproductive system,1,0,2398,clitoral gland
clitoris,clitoris,,,,,,,,,,,,,,reproductive system,1,0,2399,clitoris
coagulating gland,coagulating gland,,,,,,,,,,,,,,reproductive system,1,0,2400,coagulating gland
cochlea,cochlea,,,,,,,,,,,,,,sensory organ system,1,0,2774,cochlea
cochlear duct,cochlear duct,,,,,,,,,,,,,,sensory organ system,1,0,2775,cochlear duct
cochlear VIII nucleus,cochlear VIII nucleus,,,,,,,,,,,,,,nervous system,1,0,1816,cochlear VIII nucleus
skeletal muscle,skeletal muscle,Muscle.skeletal,,,,,skeletal.muscle,Muscle_Skeletal,Muscle - Skeletal,skeletalmuscle,SkeletalMuscle,skeletalmuscle,skeletal_muscle,SkeletalMuscle,musculoskeletal system,1,48,1599,skeletal muscle
conjunctiva,conjunctiva,,,,,,,,,,,,,,sensory organ system,1,0,2776,conjunctiva
soleus,soleus,Muscle.soleus,,,Soleus,"Muscle,_soleus",,,,,,,,,musculoskeletal system,2,60,1604,skeletal muscle
corneal blood vessel,corneal blood vessel,,,,,,,,,,,,,,sensory organ system,1,0,2778,corneal blood vessel
corneal endothelium,corneal endothelium,,,,,,,,,,,,,,sensory organ system,1,0,2779,corneal endothelium
corneal epithelium,corneal epithelium,,,,,,,,,,,,,,sensory organ system,1,0,2780,corneal epithelium
corneal nerves,corneal nerves,,,,,,,,,,,,,,sensory organ system,1,0,2781,corneal nerves
corneal stroma,corneal stroma,,,,,,,,,,,,,,sensory organ system,1,0,2782,corneal stroma
respiratory system epithelium,respiratory system epithelium,,,,,,,,,,,septum..resp.epith,,,respiratory system,1,0,2670,respiratory system epithelium
corpora quadrigemina,corpora quadrigemina,,,,,,,,,,,,,,nervous system,1,0,1818,corpora quadrigemina
tibialis muscle,tibialis muscle,Muscle.tibialis,,,TibialisMuscle,,,,,,,,,,musculoskeletal system,2,59,1661,skeletal muscle
corpus epididymis,corpus epididymis,,,,,,,,,,,,,,reproductive system,1,0,2401,corpus epididymis
cortical arch,cortical arch,,,,,,,,,,,,,,renal/urinary system,1,0,2232,cortical arch
cortical layer I,cortical layer I,,,,,,,,,,,,,,nervous system,1,0,1820,cortical layer I
cortical layer II,cortical layer II,,,,,,,,,,,,,,nervous system,1,0,1821,cortical layer II
cortical layer III,cortical layer III,,,,,,,,,,,,,,nervous system,1,0,1822,cortical layer III
cortical layer IV,cortical layer IV,,,,,,,,,,,,,,nervous system,1,0,1823,cortical layer IV
cortical layer V,cortical layer V,,,,,,,,,,,,,,nervous system,1,0,1824,cortical layer V
cortical layer VI,cortical layer VI,,,,,,,,,,,,,,nervous system,1,0,1825,cortical layer VI
cranial ganglion,cranial ganglion,,,,,,,,,,,,,,nervous system,1,0,1826,cranial ganglion
cranial ganglion/nerve,cranial ganglion/nerve,,,,,,,,,,,,,,nervous system,1,0,1827,cranial ganglion/nerve
cranial nerve,cranial nerve,,,,,,,,,,,,,,nervous system,1,0,1828,cranial nerve
cricoid cartilage,cricoid cartilage,,,,,,,,,,,,,,respiratory system,1,0,2532,cricoid cartilage
crista ampullaris,crista ampullaris,,,,,,,,,,,,,,sensory organ system,1,0,2783,crista ampullaris
crura cerebri,crura cerebri,,,,,,,,,,,,,,nervous system,1,0,1829,crura cerebri
crus commune,crus commune,,,,,,,,,,,,,,sensory organ system,1,0,2784,crus commune
cuboidal oviduct epithelium,cuboidal oviduct epithelium,,,,,,,,,,,,,,reproductive system,1,0,2402,cuboidal oviduct epithelium
cumulus oophorus,cumulus oophorus,,,,,,,,,,,,,,reproductive system,1,0,2403,cumulus oophorus
cuneate nucleus,cuneate nucleus,,,,,,,,,,,,,,nervous system,1,0,1830,cuneate nucleus
decidua,decidua,,,,,,,,,,,,,,reproductive system,1,0,2404,decidua
deep cerebellar nucleus,deep cerebellar nucleus,,,,,,,,,,,,,,nervous system,1,0,1831,deep cerebellar nucleus
dental lamina,dental lamina,,,,,,,,,,,,,,respiratory system,1,0,2533,dental lamina
dental papilla,dental papilla,,,,,,,,,,,,,,respiratory system,1,0,2534,dental papilla
dental pulp,dental pulp,,,,,,,,,,,,,,respiratory system,1,0,2535,dental pulp
dentate gyrus,dentate gyrus,,,,,,,,,,,,,,nervous system,1,0,1832,dentate gyrus
dentate gyrus granule cell layer,dentate gyrus granule cell layer,,,,,,,,,,,,,,nervous system,1,0,1833,dentate gyrus granule cell layer
dentate gyrus hilus,dentate gyrus hilus,,,,,,,,,,,,,,nervous system,1,0,1834,dentate gyrus hilus
dentate gyrus layer,dentate gyrus layer,,,,,,,,,,,,,,nervous system,1,0,1835,dentate gyrus layer
dentate gyrus pyramidal layer,dentate gyrus pyramidal layer,,,,,,,,,,,,,,nervous system,1,0,1836,dentate gyrus pyramidal layer
dentin,dentin,,,,,,,,,,,,,,respiratory system,1,0,2536,dentin
diencephalon,diencephalon,,,,,,,,,,,,,,nervous system,1,0,1837,diencephalon
diencephalon arachnoid mater,diencephalon arachnoid mater,,,,,,,,,,,,,,nervous system,1,0,1838,diencephalon arachnoid mater
diencephalon dura mater,diencephalon dura mater,,,,,,,,,,,,,,nervous system,1,0,1839,diencephalon dura mater
diencephalon meninges,diencephalon meninges,,,,,,,,,,,,,,nervous system,1,0,1840,diencephalon meninges
diencephalon pia mater,diencephalon pia mater,,,,,,,,,,,,,,nervous system,1,0,1841,diencephalon pia mater
dilatator pupillae,dilatator pupillae,,,,,,,,,,,,,,sensory organ system,1,0,2785,dilatator pupillae
distal convoluted tubule,distal convoluted tubule,,,,,,,,,,,,,,renal/urinary system,1,0,2233,distal convoluted tubule
distal convoluted tubule convoluted part,distal convoluted tubule convoluted part,,,,,,,,,,,,,,renal/urinary system,1,0,2234,distal convoluted tubule convoluted part
distal convoluted tubule macula densa,distal convoluted tubule macula densa,,,,,,,,,,,,,,renal/urinary system,1,0,2235,distal convoluted tubule macula densa
distal convoluted tubule straight part,distal convoluted tubule straight part,,,,,,,,,,,,,,renal/urinary system,1,0,2236,distal convoluted tubule straight part
distal straight tubule macula densa,distal straight tubule macula densa,,,,,,,,,,,,,,renal/urinary system,1,0,2237,distal straight tubule macula densa
distal straight tubule postmacula segment,distal straight tubule postmacula segment,,,,,,,,,,,,,,renal/urinary system,1,0,2238,distal straight tubule postmacula segment
distal straight tubule premacula segment,distal straight tubule premacula segment,,,,,,,,,,,,,,renal/urinary system,1,0,2239,distal straight tubule premacula segment
dorsal motor nucleus of vagus X nerve,dorsal motor nucleus of vagus X nerve,,,,,,,,,,,,,,nervous system,1,0,1842,dorsal motor nucleus of vagus X nerve
dorsal raphe nucleus,dorsal raphe nucleus,,,,,,,,,,,,,,nervous system,1,0,1843,dorsal raphe nucleus
optic nerve,optic nerve,Nerve.optic,,,,,,,,,,,,,sensory organ system,2,137,2897,eye
dorsal tegmental nucleus,dorsal tegmental nucleus,,,,,,,,,,,,,,nervous system,1,0,1845,dorsal tegmental nucleus
dorsal thalamus,dorsal thalamus,,,,,,,,,,,,,,nervous system,1,0,1846,dorsal thalamus
dorsomedial hypothalamic nucleus,dorsomedial hypothalamic nucleus,,,,,,,,,,,,,,nervous system,1,0,1847,dorsomedial hypothalamic nucleus
ductus reuniens,ductus reuniens,,,,,,,,,,,,,,sensory organ system,1,0,2786,ductus reuniens
dura mater,dura mater,,,,,,,,,,,,,,nervous system,1,0,1848,dura mater
sciatic nerve,sciatic nerve,Nerve.sciatic,,,SciaticNerveLeft,"Nerve,_sciatic",,,,,,,,,nervous system,2,129,2093,nerve
ear lobe,ear lobe,,,,,,,,,,,,,,sensory organ system,1,0,2788,ear lobe
ovary,ovary,Ovary,,,,Ovary,ovary,Ovary,Ovary,,Ovary,ovary,ovary,Ovary,reproductive system,1,181,2438,ovary
edinger-westphal nucleus,edinger-westphal nucleus,,,,,,,,,,,,,,nervous system,1,0,1849,edinger-westphal nucleus
efferent arteriole,efferent arteriole,,,,,,,,,,,,,,renal/urinary system,1,0,2240,efferent arteriole
efferent duct,efferent duct,,,,,,,,,,,,,,reproductive system,1,0,2405,efferent duct
efferent duct epithelium,efferent duct epithelium,,,,,,,,,,,,,,reproductive system,1,0,2406,efferent duct epithelium
enamel,enamel,,,,,,,,,,,,,,respiratory system,1,0,2538,enamel
pancreas,pancreas,Pancreas,Pancreas,Pancreas,,,pancreas,Pancreas,Pancreas,pancreas,,pancreas,pancreas,Pancreas,endocrine system,1,174,783,pancreas
endolymphatic duct,endolymphatic duct,,,,,,,,,,,,,,sensory organ system,1,0,2790,endolymphatic duct
endolymphatic duct/sac,endolymphatic duct/sac,,,,,,,,,,,,,,sensory organ system,1,0,2791,endolymphatic duct/sac
endolymphatic sac,endolymphatic sac,,,,,,,,,,,,,,sensory organ system,1,0,2792,endolymphatic sac
Peyers Patches,peyer's patch,Peyer.patches,,,,,,,,,,,,,immune system,1,206,1046,peyer's patch
endometrium epithelium,endometrium epithelium,,,,,,,,,,,,,,reproductive system,1,0,2408,endometrium epithelium
endometrium glandular epithelium,endometrium glandular epithelium,,,,,,,,,,,,,,reproductive system,1,0,2409,endometrium glandular epithelium
endometrium luminal epithelium,endometrium luminal epithelium,,,,,,,,,,,,,,reproductive system,1,0,2410,endometrium luminal epithelium
endometrium stroma,endometrium stroma,,,,,,,,,,,,,,reproductive system,1,0,2411,endometrium stroma
enteric ganglion,enteric ganglion,,,,,,,,,,,,,,nervous system,1,0,1850,enteric ganglion
enteric nerve,enteric nerve,,,,,,,,,,,,,,nervous system,1,0,1851,enteric nerve
enteric nervous system,enteric nervous system,,,,,,,,,,,,,,nervous system,1,0,1852,enteric nervous system
epididymal duct,epididymal duct,,,,,,,,,,,,,,reproductive system,1,0,2412,epididymal duct
epididymal smooth muscle,epididymal smooth muscle,,,,,,,,,,,,,,reproductive system,1,0,2413,epididymal smooth muscle
Peyers Patches,,Peyer.patches.Jejunum,,,PayersPatches_few_jejunum,,,,,,,,,,immune system,,,,Peyers Patches
epiglottic cartilage,epiglottic cartilage,,,,,,,,,,,,,,respiratory system,1,0,2539,epiglottic cartilage
epithalamus,epithalamus,,,,,,,,,,,,,,nervous system,1,0,1853,epithalamus
ethmoid sinus,ethmoid sinus,,,,,,,,,,,,,,respiratory system,1,0,2540,ethmoid sinus
external acoustic meatus,external acoustic meatus,,,,,,,,,,,,,,sensory organ system,1,0,2793,external acoustic meatus
external acoustic meatus cartilaginous part,external acoustic meatus cartilaginous part,,,,,,,,,,,,,,sensory organ system,1,0,2794,external acoustic meatus cartilaginous part
external acoustic meatus osseus part,external acoustic meatus osseus part,,,,,,,,,,,,,,sensory organ system,1,0,2795,external acoustic meatus osseus part
external naris,external naris,,,,,,,,,,,,,,respiratory system,1,0,2541,external naris
external naris,external naris,,,,,,,,,,,,,,sensory organ system,1,0,2796,external naris
external naris epithelium,external naris epithelium,,,,,,,,,,,,,,respiratory system,1,0,2542,external naris epithelium
external naris epithelium,external naris epithelium,,,,,,,,,,,,,,sensory organ system,1,0,2797,external naris epithelium
